Split,Dialogue_ID,Utterance_ID,Speaker,Utterance,Emotion,Original_Emotion
train,Ses03M_script01_1,Ses03M_script01_1_F030,F,"Look, you never had seen many, many women.  You know?  I mean...",neutral,neutral
train,Ses03M_script01_1,Ses03M_script01_1_F031,F,Well I just don't see why it has to be Annie.,anger,frustration
train,Ses03M_script01_1,Ses03M_script01_1_F033,F,No I don't want a diagram.,anger,frustration
train,Ses03M_script01_1,Ses03M_script01_1_F034,F,"He thinks he's coming back. And you go off and marry that girl and you're just pronouncing him dead and what's going to happen to him?  I don't know.  Do you?  I mean, I don't know.",anger,frustration
train,Ses03M_script01_1,Ses03M_script01_1_F038,F,You're just going to leave the business?  You have a business here.  You can't do that.,anger,anger
train,Ses03M_script01_1,Ses03M_script01_1_F040,F,Tell me something.  You can leave this business?,sadness,sadness
train,Ses03M_script01_1,Ses03M_script01_1_F042,F,Alright but you can't talk like that you hear?,anger,frustration
train,Ses03M_script01_1,Ses03M_script01_1_F043,F,"I mean what the hell have we worked for then?  I mean, it's all for you Chris.  The whole shooting match is for you.",anger,anger
train,Ses03M_script01_1,Ses03M_script01_1_F044,F,Alright but you don't talk like that you hear?  You don't.,anger,frustration
train,Ses03M_script01_1,Ses03M_script01_1_F045,F,I don't understand you do I?,sadness,sadness
train,Ses03M_script01_1,Ses03M_script01_1_F046,F,Yeah.  I can see that.,sadness,sadness
train,Ses03M_script01_1,Ses03M_script01_1_M000,M,He saw it.,sadness,sadness
train,Ses03M_script01_1,Ses03M_script01_1_M001,M,He was out there when it happened.,sadness,sadness
train,Ses03M_script01_1,Ses03M_script01_1_M002,M,About four in the morning.  I heard a crack and I looked out and he was standing right there when it happened.,sadness,sadness
train,Ses03M_script01_1,Ses03M_script01_1_M003,M,I don't know. But after it cracked he ran back into the house and he cried in the kitchen.,sadness,sadness
train,Ses03M_script01_1,Ses03M_script01_1_M004,M,No.  I figured the best thing to do was leave him alone.,sadness,sadness
train,Ses03M_script01_1,Ses03M_script01_1_M005,M,I could hear it right through the floor.,sadness,sadness
train,Ses03M_script01_1,Ses03M_script01_1_M006,M,I guess he is.,sadness,sadness
train,Ses03M_script01_1,Ses03M_script01_1_M007,M,"I don't know.  But I know one thing mom, we made a terrible mistake with dad.",sadness,sadness
train,Ses03M_script01_1,Ses03M_script01_1_M008,M,Being dishonest with him.  That kind of thing always pays off and now it's paying off.,anger,frustration
train,Ses03M_script01_1,Ses03M_script01_1_M009,M,You know that Larry's not coming back and I know that too.  Why we both go on letting him think that we both believe with him.,anger,anger
train,Ses03M_script01_1,Ses03M_script01_1_M010,M,"No I don't want to argue with him but, it's time that he realizes that nobody believes Larry's coming back anymore.",anger,frustration
train,Ses03M_script01_1,Ses03M_script01_1_M011,M,"Why shouldn't he walk around and dream at him at night.  Walk around.  Why shouldn't he walk around?  Why shouldn't he dream of him, walk around at night waiting for him?  Do we contradict him?  Do we say flat out that we don't have anymore hope?",anger,anger
train,Ses03M_script01_1,Ses03M_script01_1_M012,M,That we haven't had any hope for years now?,anger,anger
train,Ses03M_script01_1,Ses03M_script01_1_M014,M,Larry's been gone for three years.  For god sakes no one comes back after three years.  It's insane.,anger,frustration
train,Ses03M_script01_1,Ses03M_script01_1_M015,M,"Listen mom, just, sit down.  I want to talk to you.",anger,frustration
train,Ses03M_script01_1,Ses03M_script01_1_M016,M,Alright. Alright. Alright just listen.,anger,frustration
train,Ses03M_script01_1,Ses03M_script01_1_M017,M,"You know why I asked Annie here, right?",neutral,neutral
train,Ses03M_script01_1,Ses03M_script01_1_M019,M,I want to ask her to marry me.,neutral,neutral
train,Ses03M_script01_1,Ses03M_script01_1_M020,M,You know it's not just my business.,anger,frustration
train,Ses03M_script01_1,Ses03M_script01_1_M021,M,Okay.  So then it's alright.  I'll go ahead with it.,neutral,neutral
train,Ses03M_script01_1,Ses03M_script01_1_M022,M,Oh see then it's just not my business. God you infuriate me sometimes.  Isn't my business too if dad throws a fit?  Huh?  God you have such a talent for ignoring things.,anger,anger
train,Ses03M_script01_1,Ses03M_script01_1_M023,M,She's not Larry's girl.,anger,frustration
train,Ses03M_script01_1,Ses03M_script01_1_M024,M,I don't know why it is but every time I reach out for something I want I have to pull back,anger,frustration
train,Ses03M_script01_1,Ses03M_script01_1_M026,M,"My whole entire, bloody life time and time again.",anger,frustration
train,Ses03M_script01_1,Ses03M_script01_1_M027,M,Well to hell with that.,anger,anger
train,Ses03M_script01_1,Ses03M_script01_1_M028,M,I wanted to get this settled first.,neutral,neutral
train,Ses03M_script01_1,Ses03M_script01_1_M029,M,Then I guess that's the end of it.,neutral,neutral
train,Ses03M_script01_1,Ses03M_script01_1_M030,M,But from her letters I think she's forgotten him.  I'll find out.,sadness,sadness
train,Ses03M_script01_1,Ses03M_script01_1_M031,M,"And then we'll thrash it out with dad right?  Mom, don't avoid me.",neutral,neutral
train,Ses03M_script01_1,Ses03M_script01_1_M033,M,Because it is.,anger,frustration
train,Ses03M_script01_1,Ses03M_script01_1_M034,M,It's just...that's just the way it is.  That's how I feel.  You know these years when I think of someone I want to marry I think of Annie.  What do you want a diagram?,anger,frustration
train,Ses03M_script01_1,Ses03M_script01_1_M035,M,Alright then.,anger,frustration
train,Ses03M_script01_1,Ses03M_script01_1_M036,M,I've given it three years of thought and I thought that if I waited then dad would forget about Larry and then we could have a regular wedding and everything happy.,sadness,sadness
train,Ses03M_script01_1,Ses03M_script01_1_M037,M,But if I can't have that here I'll get out.,neutral,neutral
train,Ses03M_script01_1,Ses03M_script01_1_M038,M,I'll get out.  I'll marry her somewhere else.  Maybe New York.,neutral,neutral
train,Ses03M_script01_1,Ses03M_script01_1_M039,M,I've been a good son too long.  A good sucker and I'm through with it.,anger,anger
train,Ses03M_script01_1,Ses03M_script01_1_M040,M,The business doesn't inspire me.,anger,anger
train,Ses03M_script01_1,Ses03M_script01_1_M041,M,Yes.  I like it an hour out of the day.  If I have to grub for money all day long at least at evening I want it beautiful.  I want a family.  I want a wife.  I want some kids.  I want to build something I can give myself to.,anger,anger
train,Ses03M_script01_1,Ses03M_script01_1_M042,M,Now Annie is in the middle of all that.  Where do I find it?,anger,frustration
train,Ses03M_script01_1,Ses03M_script01_1_M043,M,Yes.  On this I would.,neutral,neutral
train,Ses03M_script01_1,Ses03M_script01_1_M045,M,I know.  Just you help me stay here.,sadness,sadness
train,Ses03M_script01_1,Ses03M_script01_1_M046,M,I am thinking like that.,sadness,sadness
train,Ses03M_script01_1,Ses03M_script01_1_M047,M,No you don't.  I'm a pretty tough guy.,sadness,sadness
train,Ses03M_script01_2,Ses03M_script01_2_F000,F,Why did he invite her here?,anger,anger
train,Ses03M_script01_2,Ses03M_script01_2_F001,F,Well she's been away for three and a half years in New York and suddenly she just shows up.,anger,anger
train,Ses03M_script01_2,Ses03M_script01_2_F006,F,No.  She's not his girl Joe and she knows that.,anger,anger
train,Ses03M_script01_2,Ses03M_script01_2_F009,F,"I mean, her faith is stronger than a rock.",anger,anger
train,Ses03M_script01_2,Ses03M_script01_2_F010,F,"My worst times I think about her, you know, and I",sadness,sadness
train,Ses03M_script01_2,Ses03M_script01_2_F011,F,it's like I know as long as she's waiting I'm right again.,sadness,sadness
train,Ses03M_script01_2,Ses03M_script01_2_F012,F,"No.  Nobody in my house better dare and challenge her faith.  You know and maybe strangers but not his father, not his brother.",anger,anger
train,Ses03M_script01_2,Ses03M_script01_2_F015,F,"Laugh, laugh at me but I will.  Because you know what happened when she came here?  When she came back she slept in his room, the memorial broke into pieces. Joe, look. Look at it. You got to believe with me.",anger,anger
train,Ses03M_script01_2,Ses03M_script01_2_F017,F,"Look, it was just last week that Detroit, some boy came back he had been away longer than Larry, you can read it for yourself. You above all people have got to believe.",sadness,sadness
train,Ses03M_script01_2,Ses03M_script01_2_F019,F,I can't help it.,sadness,sadness
train,Ses03M_script01_2,Ses03M_script01_2_M000,M,Why does that bother you?,anger,frustration
train,Ses03M_script01_2,Ses03M_script01_2_M001,M,"Well maybe, maybe he just wanted to see her.",neutral,neutral
train,Ses03M_script01_2,Ses03M_script01_2_M002,M,uh-uh What do you mean?  They grew up next to each other their entire lives.  Why shouldn't he want to see her?,anger,frustration
train,Ses03M_script01_2,Ses03M_script01_2_M003,M,Hey don't look at me like that.  I don't know anymore than you.,anger,frustration
train,Ses03M_script01_2,Ses03M_script01_2_M004,M,Who said he even thought about that?,neutral,neutral
train,Ses03M_script01_2,Ses03M_script01_2_M005,M,"Well, so what?",neutral,neutral
train,Ses03M_script01_2,Ses03M_script01_2_M006,M,Now listen kid...,anger,frustration
train,Ses03M_script01_2,Ses03M_script01_2_M008,M,How do you know why she's waited?  Hmmm?,neutral,neutral
train,Ses03M_script01_2,Ses03M_script01_2_M009,M,Look at how nice the day is.  What are we arguing for?,anger,frustration
train,Ses03M_script01_2,Ses03M_script01_2_M010,M,What do you want me to do?  What do you want?,anger,frustration
train,Ses03M_script01_2,Ses03M_script01_2_M011,M,But Kate...,anger,frustration
train,Ses03M_script01_2,Ses03M_script01_2_M012,M,Okay. Calm yourself. Just calm yourself.,anger,frustration
train,Ses03M_script01_2,Ses03M_script01_2_M014,M,"Alright, alright, calm yourself okay?  Calm yourself. Wait, wait.  What do you mean, me above all?",anger,anger
train,Ses03M_script01_2,Ses03M_script01_2_M015,M,"Wait, what does that mean?  Me above all?",anger,anger
train,Ses03M_script01_2,Ses03M_script01_2_M016,M,"Look at you, you're shaking.",anger,anger
train,Ses03M_script01_2,Ses03M_script01_2_M017,M,What do I got to hide?  Huh?  What the hell's the matter with you Kate?,anger,anger
train,Ses03M_script01_3,Ses03M_script01_3_F004,F,No.  I'm not sorry.  But I'm not going to stay.,sadness,sadness
train,Ses03M_script01_3,Ses03M_script01_3_F006,F,"Look,",sadness,sadness
train,Ses03M_script01_3,Ses03M_script01_3_F007,F,"you saw the way that she acted and then well, I mean, you, you were acting kind of...",sadness,sadness
train,Ses03M_script01_3,Ses03M_script01_3_F008,F,"Well, I don't know, embarrassed of her since I came.",sadness,sadness
train,Ses03M_script01_3,Ses03M_script01_3_F011,F,"Well,",joy,happiness
train,Ses03M_script01_3,Ses03M_script01_3_F012,F,I guess that's why I came.,joy,happiness
train,Ses03M_script01_3,Ses03M_script01_3_F013,F,"Look, I've been ready for a long, long time now.",joy,happiness
train,Ses03M_script01_3,Ses03M_script01_3_F014,F,"Look, I almost got married two years ago.",joy,happiness
train,Ses03M_script01_3,Ses03M_script01_3_F015,F,You started to write me.,joy,happiness
train,Ses03M_script01_3,Ses03M_script01_3_F016,F,Every day since.,joy,happiness
train,Ses03M_script01_3,Ses03M_script01_3_F017,F,"I was waiting for you Chris, I mean, till then you never wrote and then when you did what did you say?",joy,happiness
train,Ses03M_script01_3,Ses03M_script01_3_F018,F,You'd always be so ambiguous.,joy,happiness
train,Ses03M_script01_3,Ses03M_script01_3_F019,F,I'll never forgive you for that.,joy,happiness
train,Ses03M_script01_3,Ses03M_script01_3_F020,F,"I mean,  Why did you wait all these years?  There I was sitting around and wondering if I was crazy for thinking about you.",joy,happiness
train,Ses03M_script01_3,Ses03M_script01_3_F021,F,Not like that you're not.,joy,happiness
train,Ses03M_script01_3,Ses03M_script01_3_F029,F,How many?,sadness,sadness
train,Ses03M_script01_3,Ses03M_script01_3_F030,F,Geez.,sadness,sadness
train,Ses03M_script01_3,Ses03M_script01_3_F031,F,And you still feel that way?,sadness,sadness
train,Ses03M_script01_3,Ses03M_script01_3_F033,F,"that includes me too, I mean and the money, you have right to that money.  Your father put planes up in the air, good planes and he deserves it, you should be proud of that.  A man should be paid for that.",sadness,sadness
train,Ses03M_script01_3,Ses03M_script01_3_F034,F,What am I going to do with a fortune?,joy,happiness
train,Ses03M_script01_3,Ses03M_script01_3_M001,M,You're not sorry you came?,neutral,neutral
train,Ses03M_script01_3,Ses03M_script01_3_M002,M,Why?,surprise,surprise
train,Ses03M_script01_3,Ses03M_script01_3_M004,M,What?,neutral,neutral
train,Ses03M_script01_3,Ses03M_script01_3_M008,M,"I mean, that's the reason why I asked you here.",joy,happiness
train,Ses03M_script01_3,Ses03M_script01_3_M010,M,I love you.,joy,happiness
train,Ses03M_script01_3,Ses03M_script01_3_M016,M,You felt something that far back.,joy,happiness
train,Ses03M_script01_3,Ses03M_script01_3_M018,M,"Give me a kiss Ann, just give me...",joy,happiness
train,Ses03M_script01_3,Ses03M_script01_3_M019,M,"Oh God.  Annie, I kissed Annie.  I kissed Annie.",joy,excited
train,Ses03M_script01_3,Ses03M_script01_3_M021,M,We're going to live now.  I'm going to make you so happy.,joy,happiness
train,Ses03M_script01_3,Ses03M_script01_3_M023,M,"Nothing.  Hey, let's drive somewhere.  I want to be alone with you.",sadness,sadness
train,Ses03M_script01_3,Ses03M_script01_3_M027,M,You remember overseas I was in command of a company?,sadness,sadness
train,Ses03M_script01_3,Ses03M_script01_3_M028,M,Well I lost them.,sadness,sadness
train,Ses03M_script01_3,Ses03M_script01_3_M029,M,Just about all.,sadness,sadness
train,Ses03M_script01_3,Ses03M_script01_3_M030,M,Takes a little while to toss that off cause they weren't just men.,sadness,sadness
train,Ses03M_script01_3,Ses03M_script01_3_M031,M,"For instance, one time this...it had been raining several days and this one kid, he came up to me, he gave me his last pair of dry socks, put them in my pocket.",sadness,sadness
train,Ses03M_script01_3,Ses03M_script01_3_M032,M,"That's just a little thing but that's the kind of guys I had.  They didn't just die, they killed themselves for each other and I mean that exactly.",sadness,sadness
train,Ses03M_script01_3,Ses03M_script01_3_M033,M,A little more selfish and they'd still be here today.  And I got this idea watching them go down.  See everything was being destroyed but there was one new thing that was being created.,sadness,sadness
train,Ses03M_script01_3,Ses03M_script01_3_M034,M,"It was a kind of responsibility, man for man.  You understand me?",sadness,sadness
train,Ses03M_script01_3,Ses03M_script01_3_M035,M,And to show that and to bring that onto the earth again like some sort of monument standing right behind all of us and we could feel it and it would make a difference to him.,sadness,sadness
train,Ses03M_script01_3,Ses03M_script01_3_M036,M,And then I came here and it was incredible.  There was no meaning in it here.  The whole thing to them was a kind of bus accident.,sadness,sadness
train,Ses03M_script01_3,Ses03M_script01_3_M037,M,"And I went to work with dad and that rat race again and I felt what you said, ashamed.  Somehow because nobody was changed at all.",sadness,sadness
train,Ses03M_script01_3,Ses03M_script01_3_M038,M,"It seemed to make a sucker out of a lot of guys.  I felt wrong to be alive.  I felt wrong to have that new checkbook,",sadness,sadness
train,Ses03M_script01_3,Ses03M_script01_3_M039,M,"open that new bank account, drive the new car and see the new refrigerator",sadness,sadness
train,Ses03M_script01_3,Ses03M_script01_3_M040,M,"cause you can take those things out of the war.  But you got to know, when you drive that car that it came out of the love that a man can have for a man and you got to be a little bit better because of that.",sadness,sadness
train,Ses03M_script01_3,Ses03M_script01_3_M041,M,Otherwise what you have is loot and there's blood on it.,sadness,sadness
train,Ses03M_script01_3,Ses03M_script01_3_M042,M,And I didn't want to take any of it and I guess that included you.,sadness,sadness
train,Ses03M_script01_3,Ses03M_script01_3_M045,M,Annie I'm going to make a fortune for you.,joy,happiness
train,Ses03M_script01_3,Ses03M_script01_3_M046,M,Buy some hats?,joy,happiness
train,Ses03M_script02_1,Ses03M_script02_1_F005,F,Yes.,neutral,neutral
train,Ses03M_script02_1,Ses03M_script02_1_F007,F,"It's past eleven, let's go.",anger,frustration
train,Ses03M_script02_1,Ses03M_script02_1_F008,F,There is no point in coming down here.,anger,frustration
train,Ses03M_script02_1,Ses03M_script02_1_F009,F,That's my point.,anger,frustration
train,Ses03M_script02_1,Ses03M_script02_1_F013,F,"Pass up what?  These fish swim up to shore, on the beach and then they flop around a little, they swim away and then they die.",anger,frustration
train,Ses03M_script02_1,Ses03M_script02_1_F015,F,Augie.,anger,frustration
train,Ses03M_script02_1,Ses03M_script02_1_F016,F,I'm just not.,neutral,neutral
train,Ses03M_script02_1,Ses03M_script02_1_F018,F,"You also could remember that I got sand in my panties, we got in an argument over nothing, you got a sore throat and we didn't even get to see the Grunions.",anger,frustration
train,Ses03M_script02_1,Ses03M_script02_1_F019,F,You didn't see them the first time either.,anger,frustration
train,Ses03M_script02_1,Ses03M_script02_1_M000,M,"Hey, what time is it?  This pokes around midnight right?  God this is great isn't it?",joy,excited
train,Ses03M_script02_1,Ses03M_script02_1_M001,M,Look at the night we got.  I wouldn't trade this for anything.,joy,excited
train,Ses03M_script02_1,Ses03M_script02_1_M002,M,You know actually I wanted to go a little further up the coast and get away from all the lights and people but I was afraid you'd miss it.  How are you doing?,joy,excited
train,Ses03M_script02_1,Ses03M_script02_1_M003,M,"Is that, is that, nah, is that just Paul?  I can't even tell.",joy,excited
train,Ses03M_script02_1,Ses03M_script02_1_M004,M,"But if I can't tell, it probably isn't them isn't it?  Probably would be unmistakable wouldn't you think?  How are you doing?",joy,excited
train,Ses03M_script02_1,Ses03M_script02_1_M005,M,"Oh, you know what I forgot?  I forgot my flashlight.  How could I be so stupid?  I should've brought my flashlight.",joy,excited
train,Ses03M_script02_1,Ses03M_script02_1_M014,M,"God.  Oh, you know what would be good right about now?  A six-pack.  A six-pack would be just the ticket.",joy,excited
train,Ses03M_script02_1,Ses03M_script02_1_M015,M,"I'm so stupid, I should've brought a six-pack.  God, I'm like a little kid.  It's amazing I get out of the house with my fly zipped up. Oh- [LAUGHTER]",joy,excited
train,Ses03M_script02_1,Ses03M_script02_1_M016,M,I wonder if they can hear us talk?  Or feel the vibrations in the sand when we move around?,joy,excited
train,Ses03M_script02_1,Ses03M_script02_1_M017,M,Do you want my jacket?,neutral,neutral
train,Ses03M_script02_1,Ses03M_script02_1_M020,M,That's my point too...No.  No.  That's not my point.  My point is what's the point if we come down here if we just turn around and leave?,anger,frustration
train,Ses03M_script02_1,Ses03M_script02_1_M023,M,"Honey, this is a natural phenomenon.  It only happens once a year.  I mean think about the people in Kansas, they would have to get hotel reservations and plane tickets to come and see this.  We're only forty minutes away.  This is too good to pass up.",joy,excited
train,Ses03M_script02_1,Ses03M_script02_1_M024,M,"Well this is like the highlight, the one night of their lives and that flopping around, that's laying eggs or spawning or mating or whatever you call it.",joy,excited
train,Ses03M_script02_1,Ses03M_script02_1_M025,M,"But this is the big night for these guys.  Their last, life's last orgy.",joy,excited
train,Ses03M_script02_1,Ses03M_script02_1_M026,M,Yeah they do.,joy,excited
train,Ses03M_script02_1,Ses03M_script02_1_M027,M,"Okay.  But it's fish that do something that no other fish do.  Like the swallows in Capistrano or the Lemmings that throw themselves off the cliffs, there's magic here and some mystery and a little bit of unexplainable.",joy,excited
train,Ses03M_script02_1,Ses03M_script02_1_M033,M,"We just weren't in the good spot.  This is a much better spot.  You know, I have a good instincts for these things.",anger,frustration
train,Ses03M_script02_1,Ses03M_script02_1_M034,M,"Look, is that...no is that just seaweed?",joy,excited
train,Ses03M_script02_1,Ses03M_script02_1_M035,M,"You know, this is great isn't it?  You know, I wouldn't trade this for anything.",joy,excited
train,Ses03M_script02_1,Ses03M_script02_1_M036,M,"I mean, think about this, I know you're not interested but just think about this for a minute.",joy,excited
train,Ses03M_script02_1,Ses03M_script02_1_M037,M,"Somewhere out there, there's this huge silver mass of fish heading this way, they don't why, we don't know why, they just some little instinctual fire cracker went off in their bodies...",joy,excited
train,Ses03M_script02_1,Ses03M_script02_1_M038,M,"...like and they all just turned at once and formed a line as long as the California coast and started swimming this way.  They didn't, you know, they didn't make a decision, they didn't, you know, have boats or anything.  No one sent them an invitation or a map, they just started swimming as if that's the only thing that matters.",joy,excited
train,Ses03M_script02_1,Ses03M_script02_1_M039,M,"It's single mindedness with no mind.  It's urgency that's pure urge and they don't, they don't ask it a question, they don't give it a name, they just swim.",joy,excited
train,Ses03M_script02_1,Ses03M_script02_1_M040,M,They just start swimming to this place right here where we stand for massive celebration of sex and death.,joy,excited
train,Ses03M_script02_1,Ses03M_script02_1_M041,M,"Oh, I'm giving myself goose bumps.  Look, all my hairs are standing up.",joy,excited
train,Ses03M_script02_1,Ses03M_script02_1_M042,M,[BREATHING] So what do you think?,joy,excited
train,Ses03M_script02_1,Ses03M_script02_1_M043,M,About what I just said?,joy,excited
train,Ses03M_script02_1,Ses03M_script02_1_M044,M,It certainly is not.  It's,anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_F000,F,About what?,anger,anger
train,Ses03M_script02_2,Ses03M_script02_2_F001,F,It's ridiculous.,anger,anger
train,Ses03M_script02_2,Ses03M_script02_2_F002,F,"It's PR.  I mean, somebody sold you a good bill about this wonderful event that going to happen on the beach.",anger,anger
train,Ses03M_script02_2,Ses03M_script02_2_F003,F,"Yeah.  Everyone else was sold the same thing.  I mean, look, it keeps us excited, it keeps us coming back for more and you know, keeps us thinking life's going to start any minute now.",anger,anger
train,Ses03M_script02_2,Ses03M_script02_2_F004,F,"Look, I'm sorry but it's still just fish to me.",anger,anger
train,Ses03M_script02_2,Ses03M_script02_2_F007,F,"For heavens sake, grow up.  We're not going to see the Grunions.",anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_F008,F,"We never do, do we?  Have we ever?",anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_F009,F,Okay.  Twice is as many times as we've tried and that's ever.,anger,anger
train,Ses03M_script02_2,Ses03M_script02_2_F011,F,"Augie, god dammit, don't ask me that.  You always ask me that.  I hate it when you ask me that.  It's insulting.",anger,anger
train,Ses03M_script02_2,Ses03M_script02_2_F012,F,"Look, it's pointless.  It's...we're not going to see the Grunions I mean, it's like waiting around to see Santa Claus, you know, it's...",anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_F013,F,"Listen, I've waiting my entire life on this beach just standing there waiting for this fish to show up and these fish never show up.",anger,anger
train,Ses03M_script02_2,Ses03M_script02_2_F014,F,"God, you don't understand anything.",anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_F015,F,"I do.  I always do.  I keep thinking, this time will be the time and it never is.",anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_F016,F,"No we won't.  I mean, God, this isn't about the fish Augie.",anger,anger
train,Ses03M_script02_2,Ses03M_script02_2_F017,F,"Look, do you remember the first time we came here?",anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_F018,F,We thought I was pregnant.,sadness,sadness
train,Ses03M_script02_2,Ses03M_script02_2_F023,F,I'd rather not remember something...,sadness,sadness
train,Ses03M_script02_2,Ses03M_script02_2_F024,F,Rather not hope for something.,sadness,sadness
train,Ses03M_script02_2,Ses03M_script02_2_F025,F,No.,sadness,sadness
train,Ses03M_script02_2,Ses03M_script02_2_F026,F,No.,anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_F027,F,No.,anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_F028,F,No.,anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_F029,F,No...No...No...,anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_F030,F,No...,anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_F031,F,I want things to turn out the way that they're supposed to be.,anger,anger
train,Ses03M_script02_2,Ses03M_script02_2_F032,F,"This what...what's this?  This isn't anything. Alright.  Sure.  Standing on the beach, fighting and waiting.",anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_F033,F,Cause everything isn't anything like I thought it would be.,anger,anger
train,Ses03M_script02_2,Ses03M_script02_2_F034,F,This is just this.  You know?  I mean it's a lot and everything but it isn't somewhere else.  Do you know what I'm trying to say?,sadness,sadness
train,Ses03M_script02_2,Ses03M_script02_2_F035,F,I know you are Augie.  I know you wanted this evening to be nice.,sadness,sadness
train,Ses03M_script02_2,Ses03M_script02_2_F036,F,I can't help thinking about being somewhere else.,sadness,sadness
train,Ses03M_script02_2,Ses03M_script02_2_F037,F,I didn't say that.,sadness,sadness
train,Ses03M_script02_2,Ses03M_script02_2_F038,F,"Augie, whatever I'm doing I'd rather be doing with you.",sadness,sadness
train,Ses03M_script02_2,Ses03M_script02_2_F040,F,If anybody wants to be with anybody else it's probably you.  Probably somebody who enjoys herself a little more and is not so hard.,sadness,sadness
train,Ses03M_script02_2,Ses03M_script02_2_F041,F,"Well, I guess this is the wrong spot for the right people.",sadness,sadness
train,Ses03M_script02_2,Ses03M_script02_2_F042,F,Yeah.  I noticed that.  It's real pretty on the water.,joy,happiness
train,Ses03M_script02_2,Ses03M_script02_2_F044,F,Oh you brought refreshments.,joy,happiness
train,Ses03M_script02_2,Ses03M_script02_2_F046,F,No I'm beginning to think you might be right.,joy,happiness
train,Ses03M_script02_2,Ses03M_script02_2_F047,F,I think this may be the place for us after all.,joy,happiness
train,Ses03M_script02_2,Ses03M_script02_2_F048,F,I am sorry Augie.,joy,happiness
train,Ses03M_script02_2,Ses03M_script02_2_F049,F,Or not.,joy,happiness
train,Ses03M_script02_2,Ses03M_script02_2_M000,M,So what do you think?,joy,excited
train,Ses03M_script02_2,Ses03M_script02_2_M001,M,About what I just said?,anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_M002,M,It certainly is not.  It's a slightly exaggerated scientific fact.,anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_M003,M,I'm not the only one.  Look at all these people.,anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_M004,M,Are we talking about the same thing?,anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_M005,M,I thought you wanted to see it.,anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_M006,M,"There's nothing to it.  The Grunions arrive, they do their little fish business, you know?  We go oh, ahh, look at the fish and they go home and we go home.",anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_M007,M,Why not?,anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_M008,M,"Oh my gosh.  We missed them twice, that's hardly ever.",anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_M009,M,"Carla, can I ask you something?",anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_M010,M,"Don't take this wrong but, are you having your period?",anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_M011,M,What's bugging you then?,anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_M012,M,I thought you wanted to see it.,anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_M013,M,"No, of course not.",anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_M014,M,"Well, we're going to see it.",neutral,neutral
train,Ses03M_script02_2,Ses03M_script02_2_M015,M,"What...I've been trying to, I've been trying to figure out the point where we went wrong and I can't seem to pinpoint that moment.",anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_M017,M,"Let's see I took a shower, you were watching the news, you said hey, hey the Grunions are running tonight and I said great let's go, I feel lucky tonight.",neutral,neutral
train,Ses03M_script02_2,Ses03M_script02_2_M018,M,"And then I'm putting the animals out in the yard, I'm pulling the car out of the garage, putting my jacket on.",anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_M019,M,Wait a minute.  I've got it.,neutral,neutral
train,Ses03M_script02_2,Ses03M_script02_2_M020,M,It was in the car right?  Driving past the Knickerbocker Liquor Locker...,neutral,neutral
train,Ses03M_script02_2,Ses03M_script02_2_M021,M,And you said let's get some champagne and I said time's a wasting or something like that.,neutral,neutral
train,Ses03M_script02_2,Ses03M_script02_2_M022,M,You want this to be like the other time right?  That's it right?,neutral,neutral
train,Ses03M_script02_2,Ses03M_script02_2_M024,M,Do you want me to get some champagne?,anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_M025,M,Take off our shoes?,anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_M026,M,What?  Do you want me to breathe in your ear?,anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_M028,M,Welcome to the human race.,anger,anger
train,Ses03M_script02_2,Ses03M_script02_2_M029,M,Do you think that this is what I had in mind?  That four years down the line that we'd get married and come to the beach and argue with each other over fish?  No.,anger,anger
